Time (h),Batch ID,Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
218.2,42,12.46,6.4884,297.88
218.4,42,12.444,6.4895,297.97
218.6,42,12.428,6.4946,297.87
218.8,42,12.411,6.5014,298.1
219.0,42,12.394,6.508,297.97
219.2,42,12.378,6.5125,297.85
219.4,42,12.362,6.5136,297.96
219.6,42,12.346,6.5106,297.86
219.8,42,12.33,6.5039,298.11
220.0,42,12.314,6.4964,297.96
220.2,42,12.298,6.4907,297.84
220.4,42,12.282,6.4891,297.96
220.6,42,12.266,6.4918,297.85
220.8,42,12.25,6.4978,298.12
221.0,42,12.233,6.5052,297.95
221.2,42,12.217,6.5115,297.82
221.4,42,12.201,6.5136,297.94
221.6,42,12.186,6.5113,297.86
221.8,42,12.17,6.5052,298.01
222.0,42,12.154,6.4978,297.89
222.2,42,12.139,6.4922,298.16
222.4,42,12.123,6.4902,297.98
222.6,42,12.107,6.4914,297.85
222.8,42,12.091,6.4965,297.95
223.0,42,12.075,6.503,297.87
223.2,42,12.06,6.5101,297.99
223.4,42,12.044,6.5142,297.89
223.6,42,12.028,6.5127,298.12
223.8,42,12.013,6.5066,297.96
224.0,42,11.998,6.4985,297.85
224.2,42,11.983,6.4917,297.93
224.4,42,11.967,6.4887,297.85
224.6,42,11.952,6.4903,297.97
224.8,42,11.936,6.4956,297.87
225.0,42,11.921,6.5035,298.09
225.2,42,11.905,6.5098,297.94
225.4,42,11.889,6.513,298.34
225.6,42,11.874,6.5125,298.09
225.8,42,11.859,6.5075,297.91
226.0,42,11.844,6.5003,298.04
226.2,42,11.829,6.4937,297.89
226.4,42,11.814,6.49,298.22
226.6,42,11.799,6.4906,297.98
226.8,42,11.783,6.4938,297.83
227.0,42,11.768,6.4983,297.93
227.2,42,11.753,6.5038,297.85
227.4,42,11.737,6.5081,297.99
227.6,42,11.722,6.5092,297.87
227.8,42,11.707,6.508,298.13
228.0,42,11.692,6.505,297.93
228.2,42,11.677,6.5006,298.4
228.4,42,11.662,6.4963,298.06
228.6,42,11.647,6.4935,297.86
228.8,42,11.632,6.4921,297.97
229.0,42,11.617,6.4931,297.82
229.2,42,11.602,6.4965,298.15
229.4,42,11.587,6.5008,297.93
229.6,42,11.572,6.5058,298.52
229.8,42,11.557,6.5108,298.16
230.0,42,11.542,6.5129,297.89
0.2,43,0.001,6.5314,297.73
0.4,43,0.00099954,6.5109,297.9
0.6,43,0.00099907,6.4913,297.89
0.8,43,0.00099858,6.478,298.13
1.0,43,0.00099806,6.4774,298.03
1.2,43,0.00099751,6.4882,297.96
1.4,43,0.00099694,6.5046,297.92
1.6,43,0.00099638,6.5198,298.04
1.8,43,0.00099585,6.525,297.99
2.0,43,0.00099535,6.5147,297.95
2.2,43,0.00099486,6.4975,298.08
2.4,43,0.00099437,6.4827,298.03
2.6,43,0.00099385,6.4779,298.0
2.8,43,0.0009933,6.4843,297.98
3.0,43,0.00099273,6.499,297.97
3.2,43,0.00099213,6.5138,297.97
3.4,43,0.00099156,6.5215,297.97
3.6,43,0.00099101,6.5189,297.98
3.8,43,0.00099048,6.5049,297.99
4.0,43,0.00098996,6.4885,298.0
4.2,43,0.00098942,6.4791,298.01
4.4,43,0.00098884,6.48,298.02
4.6,43,0.00098824,6.4899,298.03
4.8,43,0.00098763,6.5028,298.04
5.0,43,0.00098701,6.5153,298.04
5.2,43,0.00098644,6.5209,298.05
5.4,43,0.00098589,6.5163,298.06
5.6,43,0.00098536,6.5026,298.07
5.8,43,0.00098484,6.4879,298.08
6.0,43,0.00098429,6.4786,298.08
6.2,43,0.00098371,6.4804,298.09
6.4,43,0.0009831,6.4893,298.1
6.6,43,0.00098248,6.5017,298.11
6.8,43,0.00098186,6.5148,298.12
7.0,43,0.00098126,6.5177,298.12
7.2,43,0.00098068,6.5102,298.12
7.4,43,0.00098012,6.4986,298.13
7.6,43,0.00097955,6.4878,298.14
7.8,43,0.00097896,6.4841,298.16
8.0,43,0.00097834,6.4859,298.19
8.2,43,0.00097771,6.4935,298.2
8.4,43,0.00097706,6.5028,298.22
8.6,43,0.00097642,6.5097,298.25
8.8,43,0.00097579,6.5135,298.28
9.0,43,0.00097517,6.5108,298.32
9.2,43,0.00097457,6.5017,298.36
9.4,43,0.00097396,6.491,298.38
9.6,43,0.00097334,6.484,298.4
9.8,43,0.0009727,6.4807,298.43
10.0,43,0.00097203,6.4829,298.44
10.2,43,0.00097133,6.4897,298.42
10.4,43,0.00097062,6.4963,298.42
10.6,43,0.0009699,6.5011,298.41
10.8,43,0.00096919,6.5019,298.38
11.0,43,0.00096848,6.5019,298.37
11.2,43,0.00096776,6.4993,298.38
11.4,43,0.00096705,6.4979,298.36
11.6,43,0.00096633,6.505,298.27
11.8,43,0.00096567,6.5362,298.09
12.0,43,0.00096514,6.5619,297.94
12.2,43,0.00096451,6.55,299.29
12.4,43,0.00096392,6.5164,299.08
12.6,43,0.00096335,6.4799,298.79
12.8,43,0.00096276,6.4577,298.58
13.0,43,0.00096211,6.4563,298.43
13.2,43,0.00096141,6.4718,298.3
13.4,43,0.00096068,6.4952,298.2
13.6,43,0.00095995,6.5174,298.14
13.8,43,0.00095924,6.5327,298.09
14.0,43,0.00095857,6.5373,298.04
14.2,43,0.00095795,6.5275,297.97
14.4,43,0.00095737,6.5069,297.92
14.6,43,0.00095678,6.4837,299.11
14.8,43,0.00095615,6.4693,298.97
15.0,43,0.00095548,6.4655,298.77
15.2,43,0.00095478,6.4696,298.56
15.4,43,0.00095404,6.4844,298.39
15.6,43,0.00095329,6.5037,298.3
15.8,43,0.00095256,6.5243,298.24
16.0,43,0.00095191,6.5378,298.17
16.2,43,0.00095109,6.5138,298.21
16.4,43,0.00095029,6.4821,298.26
16.6,43,0.00094945,6.461,298.29
16.8,43,0.00094856,6.4571,298.3
17.0,43,0.00094762,6.4631,298.29
17.2,43,0.00094663,6.4739,298.26
17.4,43,0.0009456,6.4861,298.23
17.6,43,0.00094456,6.4982,298.18
17.8,43,0.00094352,6.5096,298.15
18.0,43,0.00094249,6.5198,298.12
18.2,43,0.00094149,6.5282,298.1
18.4,43,0.00094053,6.5337,298.08
18.6,43,0.00093961,6.538,298.05
18.8,43,0.00093874,6.5373,298.05
19.0,43,0.00093792,6.5295,298.02
19.2,43,0.00093714,6.5135,297.98
19.4,43,0.00093637,6.4961,297.95
19.6,43,0.00093557,6.4811,299.43
19.8,43,0.00093473,6.4765,299.18
20.0,43,0.00093387,6.4796,298.82
20.2,43,0.00093274,6.4607,298.65
20.4,43,0.00093157,6.4447,298.59
20.6,43,0.00093033,6.4337,298.51
20.8,43,0.00092901,6.4269,298.39
21.0,43,0.00092759,6.4232,298.29
21.2,43,0.00092609,6.4217,298.22
21.4,43,0.00092449,6.4208,298.16
21.6,43,0.0009229,6.4218,298.1
21.8,43,0.00092132,6.4226,298.08
22.0,43,0.00091974,6.4241,298.05
22.2,43,0.00091816,6.4261,298.03
22.4,43,0.00091659,6.4281,298.02
22.6,43,0.00091503,6.4294,298.01
22.8,43,0.00091347,6.4314,298.01
23.0,43,0.00091191,6.4336,297.98
23.2,43,0.00091036,6.4355,298.01
23.4,43,0.00090881,6.4383,298.05
23.6,43,0.00090726,6.4409,298.08
23.8,43,0.00090572,6.4442,298.08
24.0,43,0.00090418,6.448,298.07
24.2,43,0.022048,6.4881,297.8
24.4,43,0.045183,6.5255,299.52
24.6,43,0.068222,6.5586,299.08
24.8,43,0.091202,6.5817,298.61
25.0,43,0.11441,6.5811,298.3
25.2,43,0.13796,6.552,298.08
25.4,43,0.16183,6.5098,297.92
25.6,43,0.18588,6.47,299.15
25.8,43,0.2102,6.4468,298.92
26.0,43,0.23468,6.4422,298.65
26.2,43,0.25938,6.4565,298.43
26.4,43,0.28446,6.4783,298.29
26.6,43,0.30971,6.5016,298.16
26.8,43,0.33535,6.5236,298.07
27.0,43,0.36099,6.5397,297.97
27.2,43,0.38678,6.5469,297.9
27.4,43,0.41275,6.5427,298.89
27.6,43,0.43928,6.5266,298.74
27.8,43,0.46567,6.5001,298.58
28.0,43,0.4922,6.4768,298.48
28.2,43,0.51735,6.4607,298.37
28.4,43,0.54266,6.4608,298.28
28.6,43,0.56801,6.4726,298.2
28.8,43,0.59385,6.4874,298.11
29.0,43,0.6197,6.5057,298.04
29.2,43,0.64597,6.5235,297.98
29.4,43,0.67227,6.5368,297.96
29.6,43,0.69849,6.5418,297.93
29.8,43,0.72502,6.5324,298.84
30.0,43,0.75171,6.5105,298.75
30.2,43,0.77898,6.4859,298.6
30.4,43,0.80649,6.4691,298.45
30.6,43,0.83445,6.4648,298.31
30.8,43,0.8627,6.475,298.2
31.0,43,0.89108,6.494,298.1
31.2,43,0.91968,6.5119,298.02
31.4,43,0.94839,6.5266,297.96
31.6,43,0.97711,6.5328,297.92
31.8,43,1.0058,6.5287,298.7
32.0,43,1.035,6.5146,298.6
32.2,43,1.0625,6.4941,298.49
32.4,43,1.0902,6.4783,298.4
32.6,43,1.118,6.4711,298.31
32.8,43,1.1458,6.4765,298.24
33.0,43,1.1738,6.4882,298.17
33.2,43,1.2021,6.5025,298.12
33.4,43,1.2309,6.5154,298.07
33.6,43,1.2596,6.5231,298.02
33.8,43,1.2888,6.5215,297.99
34.0,43,1.3179,6.5129,297.96
34.2,43,1.3468,6.5013,297.96
34.4,43,1.3759,6.4896,297.97
34.6,43,1.4058,6.4832,298.0
34.8,43,1.4356,6.4827,298.02
35.0,43,1.4653,6.4874,298.02
35.2,43,1.4951,6.4985,298.01
35.4,43,1.5251,6.507,298.01
35.6,43,1.5555,6.5147,298.01
35.8,43,1.5863,6.5204,298.01
36.0,43,1.6175,6.52,298.0
36.2,43,1.6482,6.5118,298.0
36.4,43,1.6794,6.4984,298.01
36.6,43,1.7107,6.4862,298.01
36.8,43,1.7424,6.482,298.01
37.0,43,1.7743,6.4849,297.99
37.2,43,1.8066,6.4896,297.96
37.4,43,1.8395,6.4959,297.95
37.6,43,1.8727,6.5021,298.69
37.8,43,1.9061,6.5084,298.6
38.0,43,1.94,6.5125,298.46
38.2,43,1.974,6.5133,298.34
38.4,43,2.0084,6.5104,298.25
38.6,43,2.0426,6.5037,298.17
38.8,43,2.0772,6.4979,298.11
39.0,43,2.1118,6.4945,298.07
39.2,43,2.1468,6.4924,298.04
39.4,43,2.1817,6.4953,298.04
39.6,43,2.2167,6.5018,298.02
39.8,43,2.252,6.5091,298.02
40.0,43,2.2876,6.5159,298.01
40.2,43,2.3227,6.5163,298.01
40.4,43,2.3578,6.5078,298.01
40.6,43,2.3931,6.4991,298.01
40.8,43,2.4287,6.4892,298.02
41.0,43,2.4642,6.4848,298.01
41.2,43,2.4998,6.4856,298.03
41.4,43,2.5355,6.4918,298.06
41.6,43,2.5713,6.4993,298.08
41.8,43,2.6071,6.5053,298.09
42.0,43,2.643,6.5106,298.08
42.2,43,2.679,6.514,298.09
42.4,43,2.7156,6.5138,298.1
42.6,43,2.7523,6.5077,298.11
42.8,43,2.7894,6.5012,298.09
43.0,43,2.8266,6.4972,298.07
43.2,43,2.8641,6.4953,298.05
43.4,43,2.9017,6.4953,298.02
43.6,43,2.9395,6.4959,297.99
43.8,43,2.9776,6.4984,297.95
44.0,43,3.0159,6.5019,297.95
44.2,43,3.0537,6.503,298.69
44.4,43,3.0916,6.5032,298.67
44.6,43,3.1297,6.502,298.59
44.8,43,3.1682,6.4996,298.5
45.0,43,3.2067,6.4978,298.43
45.2,43,3.2454,6.4969,298.37
45.4,43,3.2839,6.4954,298.33
45.6,43,3.3223,6.4934,298.31
45.8,43,3.3608,6.494,298.28
46.0,43,3.3995,6.4963,298.26
46.2,43,3.4387,6.5,298.21
46.4,43,3.4781,6.5039,298.14
46.6,43,3.5175,6.5063,298.07
46.8,43,3.557,6.5076,298.02
47.0,43,3.5961,6.508,297.99
47.2,43,3.6358,6.5067,297.97
47.4,43,3.6755,6.5016,297.95
47.6,43,3.715,6.4962,298.86
47.8,43,3.7546,6.4916,298.79
48.0,43,3.7944,6.4905,298.66
48.2,43,3.8341,6.4923,298.54
48.4,43,3.8735,6.4962,298.45
48.6,43,3.9127,6.5007,298.36
48.8,43,3.9525,6.5053,298.28
49.0,43,3.9926,6.5088,298.21
49.2,43,4.0328,6.5111,298.13
49.4,43,4.0728,6.5134,298.09
49.6,43,4.1132,6.5122,298.05
49.8,43,4.1536,6.5086,298.01
50.0,43,4.1941,6.5054,297.97
50.2,43,4.2282,6.4978,297.86
50.4,43,4.2621,6.4929,298.8
50.6,43,4.2958,6.4911,298.66
50.8,43,4.3293,6.4924,298.47
51.0,43,4.363,6.4972,298.29
51.2,43,4.3966,6.5015,298.14
51.4,43,4.4303,6.506,298.04
51.6,43,4.4641,6.5093,297.95
51.8,43,4.4979,6.5108,297.89
52.0,43,4.5316,6.5111,298.55
52.2,43,4.5651,6.5065,298.5
52.4,43,4.5989,6.5017,298.4
52.6,43,4.633,6.4986,298.33
52.8,43,4.667,6.4967,298.25
53.0,43,4.7008,6.4961,298.2
53.2,43,4.7353,6.4952,298.16
53.4,43,4.7698,6.4961,298.12
53.6,43,4.8044,6.4978,298.08
53.8,43,4.839,6.5002,298.04
54.0,43,4.8737,6.5026,298.0
54.2,43,4.9085,6.5042,297.96
54.4,43,4.9433,6.5043,297.93
54.6,43,4.9782,6.5021,298.52
54.8,43,5.0133,6.4989,298.51
55.0,43,5.048,6.4962,298.45
55.2,43,5.0829,6.4981,298.4
55.4,43,5.118,6.5008,298.32
55.6,43,5.1535,6.5032,298.24
55.8,43,5.1892,6.5044,298.18
56.0,43,5.2247,6.5042,298.13
56.2,43,5.259,6.501,298.1
56.4,43,5.2925,6.4965,298.05
56.6,43,5.3264,6.4925,298.01
56.8,43,5.3607,6.4904,297.97
57.0,43,5.3951,6.4904,297.94
57.2,43,5.4289,6.4927,298.52
57.4,43,5.4627,6.4949,298.51
57.6,43,5.4962,6.498,298.45
57.8,43,5.5298,6.5007,298.4
58.0,43,5.5636,6.5029,298.35
58.2,43,5.5975,6.5048,298.31
58.4,43,5.6314,6.5062,298.29
58.6,43,5.666,6.508,298.25
58.8,43,5.7006,6.5074,298.22
59.0,43,5.7351,6.5063,298.2
59.2,43,5.7697,6.5041,298.18
59.4,43,5.8043,6.5016,298.15
59.6,43,5.8389,6.4973,298.13
59.8,43,5.8736,6.4947,298.12
60.0,43,5.9085,6.4958,298.07
60.2,43,5.9434,6.4967,298.02
60.4,43,5.9784,6.4974,297.99
60.6,43,6.0131,6.5001,297.94
60.8,43,6.0477,6.5041,298.63
61.0,43,6.0824,6.5081,298.62
61.2,43,6.1169,6.5092,298.54
61.4,43,6.1516,6.5079,298.46
61.6,43,6.1864,6.5048,298.38
61.8,43,6.2214,6.502,298.3
62.0,43,6.2563,6.4997,298.22
62.2,43,6.291,6.4985,298.14
62.4,43,6.3259,6.498,298.07
62.6,43,6.3607,6.4972,298.02
62.8,43,6.3951,6.4979,297.97
63.0,43,6.4293,6.4991,297.93
63.2,43,6.4633,6.5006,298.53
63.4,43,6.4975,6.503,298.51
63.6,43,6.5317,6.5034,298.45
63.8,43,6.5663,6.5043,298.38
64.0,43,6.6009,6.5025,298.31
64.2,43,6.6355,6.5016,298.24
64.4,43,6.67,6.5004,298.17
64.6,43,6.7048,6.5007,298.12
64.8,43,6.7394,6.5017,298.07
65.0,43,6.7742,6.5034,298.01
65.2,43,6.8092,6.506,297.95
65.4,43,6.8443,6.5073,298.5
65.6,43,6.8791,6.5098,298.46
65.8,43,6.914,6.5102,298.36
66.0,43,6.9492,6.5084,298.27
66.2,43,6.9845,6.5059,298.19
66.4,43,7.0204,6.5037,298.12
66.6,43,7.0562,6.501,298.06
66.8,43,7.0921,6.4983,298.01
67.0,43,7.1281,6.4974,297.97
67.2,43,7.1634,6.4981,297.93
67.4,43,7.1987,6.4988,298.34
67.6,43,7.2341,6.5011,298.3
67.8,43,7.2697,6.5033,298.22
68.0,43,7.3052,6.5059,298.16
68.2,43,7.3411,6.5073,298.11
68.4,43,7.3773,6.5068,298.07
68.6,43,7.4134,6.5056,298.05
68.8,43,7.4495,6.5039,298.02
69.0,43,7.4857,6.5015,298.0
69.2,43,7.5215,6.5005,297.98
69.4,43,7.557,6.5007,297.97
69.6,43,7.5927,6.5,297.95
69.8,43,7.6283,6.5001,297.93
70.0,43,7.6638,6.5007,298.23
70.2,43,7.6995,6.5015,298.21
70.4,43,7.735,6.5018,298.16
70.6,43,7.7704,6.5021,298.13
70.8,43,7.8057,6.5018,298.09
71.0,43,7.8404,6.5039,298.05
71.2,43,7.8748,6.5049,298.02
71.4,43,7.909,6.5048,298.0
71.6,43,7.9429,6.5056,297.97
71.8,43,7.9763,6.5067,297.94
72.0,43,8.009,6.5071,298.16
72.2,43,8.0422,6.503,298.14
72.4,43,8.0758,6.4979,298.11
72.6,43,8.1089,6.4956,298.07
72.8,43,8.1417,6.4948,298.05
73.0,43,8.1749,6.4959,298.02
73.2,43,8.2077,6.4995,298.0
73.4,43,8.2402,6.504,297.98
73.6,43,8.2729,6.508,297.96
73.8,43,8.3058,6.5083,297.95
74.0,43,8.339,6.5054,297.94
74.2,43,8.3724,6.499,298.09
74.4,43,8.406,6.4934,298.09
74.6,43,8.4398,6.4916,298.08
74.8,43,8.4736,6.4925,298.07
75.0,43,8.5076,6.4946,298.05
75.2,43,8.55,6.5026,298.12
75.4,43,8.5924,6.509,298.18
75.6,43,8.6351,6.5124,298.23
75.8,43,8.6779,6.5119,298.26
76.0,43,8.7215,6.5075,298.29
76.2,43,8.7658,6.4917,298.36
76.4,43,8.8101,6.4817,298.42
76.6,43,8.855,6.4796,298.45
76.8,43,8.9001,6.4822,298.45
77.0,43,8.9446,6.4873,298.44
77.2,43,8.9886,6.4931,298.42
77.4,43,9.0326,6.4981,298.39
77.6,43,9.0763,6.5044,298.34
77.8,43,9.1204,6.5095,298.27
78.0,43,9.1645,6.5139,298.22
78.2,43,9.2087,6.5172,298.18
78.4,43,9.2531,6.5184,298.15
78.6,43,9.2974,6.5179,298.11
78.8,43,9.342,6.5146,298.08
79.0,43,9.3865,6.5092,298.06
79.2,43,9.4316,6.502,298.05
79.4,43,9.477,6.4952,298.04
79.6,43,9.5228,6.4897,298.03
79.8,43,9.5688,6.4856,298.0
80.0,43,9.6147,6.4855,297.99
80.2,43,9.6539,6.5019,297.91
80.4,43,9.6924,6.5179,298.63
80.6,43,9.7307,6.5295,298.53
80.8,43,9.7685,6.5339,298.37
81.0,43,9.8066,6.5248,298.23
81.2,43,9.8451,6.5045,298.11
81.4,43,9.8834,6.4841,298.02
81.6,43,9.9219,6.4725,297.95
81.8,43,9.9594,6.4759,298.42
82.0,43,9.996,6.4896,298.34
82.2,43,10.033,6.5055,298.23
82.4,43,10.069,6.5199,298.13
82.6,43,10.106,6.5275,298.07
82.8,43,10.144,6.526,298.01
83.0,43,10.181,6.5124,297.97
83.2,43,10.218,6.4944,297.94
83.4,43,10.255,6.482,298.25
83.6,43,10.291,6.4786,298.22
83.8,43,10.327,6.4848,298.17
84.0,43,10.362,6.4968,298.12
84.2,43,10.397,6.5098,298.07
84.4,43,10.431,6.518,298.03
84.6,43,10.465,6.5188,298.0
84.8,43,10.499,6.5115,297.98
85.0,43,10.532,6.5004,297.97
85.2,43,10.565,6.4909,297.96
85.4,43,10.598,6.487,297.95
85.6,43,10.631,6.4899,298.15
85.8,43,10.664,6.4971,298.15
86.0,43,10.697,6.5052,298.12
86.2,43,10.73,6.5111,298.09
86.4,43,10.764,6.5124,298.06
86.6,43,10.797,6.5089,298.04
86.8,43,10.83,6.5033,298.02
87.0,43,10.863,6.4986,298.0
87.2,43,10.896,6.4963,297.99
87.4,43,10.93,6.4983,297.97
87.6,43,10.963,6.5021,297.96
87.8,43,10.996,6.5069,297.95
88.0,43,11.029,6.5075,298.09
88.2,43,11.061,6.5053,298.08
88.4,43,11.093,6.5027,298.05
88.6,43,11.126,6.4997,298.03
88.8,43,11.158,6.4971,298.02
89.0,43,11.192,6.4958,298.0
89.2,43,11.224,6.4966,297.99
89.4,43,11.257,6.5007,297.99
89.6,43,11.29,6.5043,297.98
89.8,43,11.323,6.507,297.97
90.0,43,11.356,6.5076,297.97
90.2,43,11.389,6.5026,297.96
90.4,43,11.421,6.4974,297.96
90.6,43,11.454,6.4935,297.95
90.8,43,11.487,6.4918,297.95
91.0,43,11.52,6.4953,297.95
91.2,43,11.553,6.5009,297.95
91.4,43,11.586,6.5047,297.96
91.6,43,11.62,6.508,297.96
91.8,43,11.653,6.5072,297.97
92.0,43,11.686,6.5058,297.97
92.2,43,11.719,6.502,297.97
92.4,43,11.752,6.4984,297.97
92.6,43,11.784,6.4967,297.97
92.8,43,11.815,6.4962,297.97
93.0,43,11.846,6.4981,297.96
93.2,43,11.876,6.499,297.96
93.4,43,11.906,6.5005,297.95
93.6,43,11.936,6.5014,297.95
93.8,43,11.967,6.5002,297.97
94.0,43,11.997,6.4998,297.97
94.2,43,12.027,6.5009,297.96
94.4,43,12.058,6.5018,297.96
94.6,43,12.09,6.5011,297.96
94.8,43,12.121,6.5025,297.96
95.0,43,12.152,6.5031,297.95
95.2,43,12.183,6.5016,297.95
95.4,43,12.213,6.5008,297.97
95.6,43,12.244,6.4989,297.96
95.8,43,12.276,6.4974,297.96
96.0,43,12.308,6.4974,297.96
96.2,43,12.339,6.4982,297.96
96.4,43,12.371,6.5006,297.96
96.6,43,12.402,6.5029,297.96
96.8,43,12.433,6.5041,297.95
97.0,43,12.464,6.5055,297.95
97.2,43,12.494,6.5059,297.97
97.4,43,12.524,6.5047,297.96
97.6,43,12.554,6.5013,297.95
97.8,43,12.584,6.4998,297.95
98.0,43,12.615,6.4979,297.97
98.2,43,12.644,6.4977,297.96
98.4,43,12.674,6.4989,297.95
98.6,43,12.704,6.5002,297.97
98.8,43,12.734,6.5037,297.96
99.0,43,12.764,6.5056,297.95
99.2,43,12.793,6.5042,297.96
99.4,43,12.823,6.5019,297.95
99.6,43,12.853,6.4984,297.94
99.8,43,12.883,6.4964,297.96
100.0,43,12.913,6.4931,297.95
100.2,43,12.944,6.5187,297.95
100.4,43,12.975,6.5397,297.97
100.6,43,13.006,6.5452,297.96
100.8,43,13.038,6.5292,297.96
101.0,43,13.071,6.5048,297.97
101.2,43,13.104,6.4811,297.98
101.4,43,13.138,6.4663,297.99
101.6,43,13.171,6.4655,297.99
101.8,43,13.205,6.4776,298.0
102.0,43,13.239,6.4971,298.0
102.2,43,13.273,6.4879,298.0
102.4,43,13.307,6.4848,298.01
102.6,43,13.342,6.4865,298.01
102.8,43,13.376,6.4912,298.01
103.0,43,13.411,6.499,298.01
103.2,43,13.445,6.5084,298.01
103.4,43,13.479,6.5151,298.01
103.6,43,13.514,6.5174,298.01
103.8,43,13.549,6.5163,298.01
104.0,43,13.583,6.5072,298.0
104.2,43,13.619,6.4979,298.01
104.4,43,13.654,6.4919,298.01
104.6,43,13.688,6.4925,298.01
104.8,43,13.724,6.4941,298.01
105.0,43,13.758,6.4986,298.01
105.2,43,13.792,6.5048,298.0
105.4,43,13.826,6.5095,297.99
105.6,43,13.86,6.5124,297.99
105.8,43,13.894,6.5119,297.99
106.0,43,13.928,6.5076,297.99
106.2,43,13.962,6.4991,297.99
106.4,43,13.996,6.4916,297.99
106.6,43,14.031,6.4876,297.99
106.8,43,14.064,6.4874,297.99
107.0,43,14.098,6.4888,297.99
107.2,43,14.132,6.4949,297.99
107.4,43,14.165,6.5034,297.98
107.6,43,14.198,6.5085,297.98
107.8,43,14.231,6.5108,297.98
108.0,43,14.264,6.511,297.98
108.2,43,14.298,6.5083,297.98
108.4,43,14.333,6.5025,297.99
108.6,43,14.368,6.4969,297.99
108.8,43,14.401,6.4929,297.99
109.0,43,14.436,6.4911,298.0
109.2,43,14.469,6.4916,298.0
109.4,43,14.503,6.4954,297.99
109.6,43,14.536,6.5004,298.0
109.8,43,14.57,6.5055,298.0
110.0,43,14.604,6.5065,298.0
110.2,43,14.638,6.5073,298.0
110.4,43,14.672,6.5044,298.01
110.6,43,14.707,6.5015,298.01
110.8,43,14.741,6.5021,298.01
111.0,43,14.776,6.5011,298.01
111.2,43,14.81,6.4982,298.01
111.4,43,14.845,6.4949,298.02
111.6,43,14.879,6.4954,298.02
111.8,43,14.914,6.4987,298.02
112.0,43,14.95,6.5011,298.03
112.2,43,14.985,6.5014,298.03
112.4,43,15.021,6.5011,298.03
112.6,43,15.056,6.5024,298.03
112.8,43,15.09,6.5007,298.02
113.0,43,15.124,6.4973,298.02
113.2,43,15.158,6.4951,298.02
113.4,43,15.192,6.4936,298.01
113.6,43,15.226,6.495,298.01
113.8,43,15.26,6.4964,298.0
114.0,43,15.295,6.4967,298.0
114.2,43,15.331,6.4971,298.01
114.4,43,15.366,6.4978,298.01
114.6,43,15.401,6.5006,298.01
114.8,43,15.436,6.5031,298.01
115.0,43,15.47,6.5045,298.01
115.2,43,15.505,6.5044,298.0
115.4,43,15.539,6.5064,298.0
115.6,43,15.573,6.5047,297.99
115.8,43,15.607,6.5002,297.99
116.0,43,15.641,6.4976,297.99
116.2,43,15.675,6.4967,297.99
116.4,43,15.71,6.4969,297.99
116.6,43,15.745,6.4978,297.99
116.8,43,15.78,6.5034,297.99
117.0,43,15.815,6.5045,297.99
117.2,43,15.85,6.5047,297.99
117.4,43,15.887,6.5024,298.0
117.6,43,15.923,6.5012,298.0
117.8,43,15.958,6.4991,298.0
118.0,43,15.993,6.4978,298.0
118.2,43,16.028,6.4952,298.0
118.4,43,16.063,6.4945,298.0
118.6,43,16.097,6.492,298.0
118.8,43,16.131,6.4896,297.99
119.0,43,16.165,6.4884,297.99
119.2,43,16.198,6.4903,297.98
119.4,43,16.231,6.4928,297.98
119.6,43,16.263,6.497,297.98
119.8,43,16.295,6.5053,297.97
120.0,43,16.333,6.5065,298.0
120.2,43,16.371,6.5086,298.02
120.4,43,16.409,6.51,298.04
120.6,43,16.446,6.5084,298.04
120.8,43,16.484,6.5076,298.05
121.0,43,16.521,6.5063,298.05
121.2,43,16.559,6.5042,298.04
121.4,43,16.595,6.5017,298.04
121.6,43,16.63,6.5028,298.02
121.8,43,16.666,6.5024,298.02
122.0,43,16.702,6.5022,298.02
122.2,43,16.738,6.4992,298.01
122.4,43,16.773,6.4978,298.01
122.6,43,16.807,6.496,298.0
122.8,43,16.84,6.4945,297.99
123.0,43,16.874,6.4907,297.98
123.2,43,16.907,6.4944,297.98
123.4,43,16.94,6.5004,297.97
123.6,43,16.973,6.5059,297.97
123.8,43,17.006,6.5073,297.97
124.0,43,17.039,6.5061,297.97
124.2,43,17.071,6.5081,297.97
124.4,43,17.104,6.5073,297.97
124.6,43,17.137,6.5056,297.97
124.8,43,17.171,6.5036,297.98
125.0,43,17.204,6.5017,297.98
125.2,43,17.237,6.4991,297.99
125.4,43,17.271,6.4964,297.99
125.6,43,17.304,6.4951,298.0
125.8,43,17.338,6.4947,298.0
126.0,43,17.372,6.4954,298.0
126.2,43,17.406,6.4986,298.0
126.4,43,17.439,6.4999,298.0
126.6,43,17.472,6.5035,298.0
126.8,43,17.506,6.5061,298.0
127.0,43,17.541,6.5068,298.0
127.2,43,17.575,6.5089,298.01
127.4,43,17.61,6.5105,298.01
127.6,43,17.644,6.5102,298.01
127.8,43,17.678,6.5087,298.01
128.0,43,17.712,6.5063,298.01
128.2,43,17.746,6.5022,298.01
128.4,43,17.78,6.4994,298.0
128.6,43,17.813,6.4948,298.0
128.8,43,17.846,6.4896,297.99
129.0,43,17.878,6.4865,297.99
129.2,43,17.911,6.4848,297.98
129.4,43,17.943,6.4819,297.98
129.6,43,17.975,6.4835,297.97
129.8,43,18.006,6.4882,297.96
130.0,43,18.037,6.4973,297.95
130.2,43,18.068,6.5343,297.96
